f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,instrument,dastgah
169052.6164305894,3658.2089311285526,547338.2909877719,16.331091207352554,14.042267836947117,19.33494129966814,18.74101889620671,18.53983751182241,36.65215307783866,44.76916973800242,26.975380233847776,15.451672792692694,21.284062859766653,12.86364736379554,9.3182104867789,115.9513428285792,205.1609490516595,0.2256489247083664,0.2189168184995651,0.2264620661735534,0.205969825387001,0.3801559805870056,0.3086304068565368,0.3005318641662597,0.3716650307178497,0.292736291885376,0.5628888607025146,0.410039484500885,0.2830331027507782,0.0687345191836357,0.0431057028472423,0.0559233464300632,0.0500578172504901,0.1060664802789688,0.085904873907566,0.0671506747603416,0.1292057931423187,0.0342608876526355,0.1275357156991958,0.1041482463479042,0.0723245218396186,-113.38199615478516,146.6999053955078,-83.31884765625,61.64438247680664,-22.39076042175293,0.1903968304395675,11.774456977844238,-12.500694274902344,7.732741832733154,-11.56360149383545,-0.3934977650642395,-6.498077869415283,-7.666403293609619,0.6679323315620422,-3.505920648574829,6.951405048370361,4.400831699371338,1.3864705562591553,3.642897844314575,-1.6471421718597412,9381.64453125,1783.6138916015625,923.6644287109376,227.79592895507807,134.001708984375,116.8923568725586,94.29620361328124,136.5888671875,63.10348510742188,78.93801879882812,50.88488006591797,52.53204727172852,85.41246795654297,63.77980422973633,84.91366577148438,84.50040435791016,81.87248229980469,66.64521026611328,86.50199127197266,82.19409942626953,5,0
57215.83686739482,3300.3255963602087,96027.3121283089,16.595479353433834,14.599598145504626,21.254047367976003,19.551037609504316,19.11741130875096,40.9586741752932,38.9855086722083,25.40299720427973,16.92829811747611,19.675671369211425,11.8271228071414,8.823979264995005,65.4614186765155,167.70044486454614,0.3140064775943756,0.1812960803508758,0.1583027690649032,0.1464572250843048,0.2383505403995514,0.1858909130096435,0.2106467187404632,0.2445082515478134,0.2427145689725875,0.5598535537719727,0.4314895868301391,0.3361731767654419,0.1261251270771026,0.0322188474237918,0.0355266481637954,0.0246333610266447,0.0534893795847892,0.0468920730054378,0.0608396120369434,0.0841425061225891,0.0336984246969223,0.1583994925022125,0.1128182113170623,0.0838098749518394,-62.41630935668945,170.48800659179688,-95.17089080810548,63.83073425292969,-24.98866271972656,-6.084689140319824,15.137375831604004,-16.9553165435791,8.300512313842773,-11.762166976928713,-2.184657096862793,-5.202297210693359,-7.722290992736816,3.5251026153564453,-2.016408443450928,6.796365737915039,1.2367149591445925,-1.7452421188354492,1.3709672689437866,-4.56193208694458,473.5713806152344,398.772705078125,110.48597717285156,118.621826171875,106.8902587890625,118.1705551147461,102.3157958984375,88.63141632080078,57.94276428222656,100.600830078125,70.6008071899414,71.3185806274414,83.6513671875,97.5359115600586,87.46984100341797,86.97264099121094,101.9770736694336,91.76842498779295,60.46705627441406,58.92852783203125,5,0
60208.19484922644,3253.6120350565543,123868.5815321556,16.105718857526114,15.890112951731655,21.076046183109973,19.569922522466783,19.022186927353196,39.52998082183587,40.707298923564,22.17212121160529,21.37970490722305,19.082652005673584,14.332205557844178,11.37569663730631,63.52368851355986,173.5651982017101,0.2156095951795578,0.1435076296329498,0.1332345306873321,0.1644907146692276,0.3099042773246765,0.2420883029699325,0.2449706494808197,0.274017721414566,0.2293213605880737,0.4090847074985504,0.3576343655586242,0.2890107631683349,0.080891229212284,0.0346423983573913,0.0343246310949325,0.0381166636943817,0.1204102784395217,0.077000968158245,0.0678002014756202,0.1145695298910141,0.0462865382432937,0.1527617424726486,0.1227994561195373,0.0811322405934333,-54.13001251220703,167.96421813964844,-97.58905792236328,62.50859069824219,-26.876644134521484,-4.860076427459717,12.334510803222656,-17.660070419311523,6.024478435516357,-11.082905769348145,0.3735156059265136,-6.665963649749756,-9.049846649169922,-2.1617660522460938,-5.257900238037109,4.206352710723877,-0.5185967683792114,2.564764499664306,1.8007888793945312,-3.173214197158813,524.3632202148438,419.3998718261719,125.02275848388672,156.06155395507812,118.67989349365234,161.89373779296875,81.46768188476562,73.25413513183594,57.10059356689453,73.9874267578125,71.16947174072266,85.51988220214844,80.82276153564453,95.27159118652344,80.7231216430664,114.76409912109376,113.887939453125,116.40162658691406,111.57918548583984,91.85714721679688,5,0
97665.84457103284,3307.744809037848,283884.0374173766,15.91981130589964,17.69612923805143,20.62333484065632,19.24580020079621,19.032739384594755,40.10408277389831,38.30403230101373,26.32424018413529,18.57448333728828,18.315920499640345,16.456626599730495,11.5933467224876,86.97199536276135,190.43292683231684,0.2348727583885193,0.3396696448326111,0.2364181131124496,0.4171483814716339,0.3093298673629761,0.227026954293251,0.2224727123975753,0.220319926738739,0.2835364937782287,0.2863625288009643,0.3440208435058594,0.3567976057529449,0.0458314828574657,0.1280061453580856,0.0449313707649707,0.145617127418518,0.0857243165373802,0.0502337627112865,0.0735145434737205,0.0560449846088886,0.0922638848423957,0.0954851135611534,0.0886744186282157,0.1238609030842781,-64.16263580322266,166.83543395996094,-94.92583465576172,60.72386169433594,-26.686403274536133,-3.498952865600586,12.585352897644045,-19.872089385986328,5.794601440429688,-8.871896743774414,1.6012386083602903,-3.3936574459075928,-7.128335475921631,-0.8838188052177429,-7.079286575317383,-1.431044101715088,-7.142463207244873,-4.389415264129639,-0.7563562393188477,-3.809093475341797,1246.2530517578125,739.222900390625,255.1879730224609,191.77410888671875,138.18505859375,156.02369689941406,131.3211212158203,103.63723754882812,85.35306549072266,66.29952239990234,59.53804397583008,76.72737884521484,72.5322265625,69.47614288330078,65.406982421875,60.838321685791016,62.8181266784668,48.95547866821289,61.84876251220703,89.92314147949219,5,0
42475.79056617874,3294.8673540367604,89080.17966844857,16.3164226781045,16.253802307769355,20.17195826791587,19.53214508456459,19.00150000135976,42.482540056801554,35.74630009180934,25.839602634502292,17.665625807792576,17.684031218170812,13.327648142597232,9.390031168770452,57.93585687508482,146.46188774182326,0.3041873574256897,0.2054581493139267,0.307704210281372,0.2314812988042831,0.4769656062126159,0.3972478210926056,0.2217145711183548,0.2397098392248153,0.1776336133480072,0.3026273250579834,0.2701043784618377,0.283695787191391,0.107633925974369,0.0391783826053142,0.1165924966335296,0.0436704419553279,0.1326029449701309,0.1107339709997177,0.0374156348407268,0.0886695459485054,0.0201624762266874,0.0999909862875938,0.088503859937191,0.064545065164566,-52.805789947509766,168.73614501953125,-97.75515747070312,60.33549499511719,-27.643434524536133,-5.578646659851074,14.49260711669922,-22.26369285583496,5.117794513702393,-12.184369087219238,2.805967330932617,-1.333783745765686,-7.953028202056885,1.4478263854980469,-8.208248138427734,0.833393394947052,-5.748241901397705,-4.623478412628174,1.0191035270690918,-2.5292837619781494,497.50091552734375,201.5951232910156,111.5182113647461,142.3045654296875,116.41783142089844,133.2017364501953,80.19560241699219,55.44010162353516,89.48686981201172,63.17745971679688,65.4154281616211,74.57909393310547,55.16104507446289,74.28733825683594,61.91859436035156,59.35776519775391,57.959903717041016,68.73930358886719,91.35823059082033,79.05644226074219,5,0
46990.91520794899,3164.394129069388,138295.13929662327,15.385994994875526,16.85201919642983,21.357631908626985,20.54426749198316,19.567480855049567,41.31476796656904,36.94846976854137,24.348405022341417,19.27384899925074,21.205044329814022,19.14206296087585,12.441815822916164,66.864945781492,166.66801434005345,0.2387968301773071,0.1669791787862777,0.3001508712768554,0.2640722393989563,0.5705125331878662,0.4582940936088562,0.1473197937011718,0.0970882400870323,0.1110666692256927,0.175501748919487,0.1438748985528946,0.1906802058219909,0.0984168276190757,0.0395600348711013,0.1430606693029403,0.0595626458525657,0.1365420073270797,0.1359380930662155,0.0246007926762104,0.0185540933161973,0.0120424265041947,0.0552596896886825,0.0469812527298927,0.0448297187685966,-63.75786590576172,167.48193359375,-96.29840087890624,60.56877899169922,-24.50067901611328,-4.660607814788818,12.466495513916016,-19.63479232788086,3.9576823711395264,-12.606290817260742,2.4509191513061523,-2.277974367141724,-5.537603378295898,0.7968202233314514,-11.067767143249512,-2.5654659271240234,-7.94887638092041,-6.176537036895752,-0.7373091578483582,-0.9337303638458252,612.175048828125,314.48516845703125,137.66722106933594,182.5564422607422,129.0706329345703,126.49789428710938,112.7983627319336,81.63103485107422,58.84162902832031,69.9281997680664,64.49617767333984,94.1794891357422,65.14091491699219,73.27869415283203,52.85614013671875,75.02392578125,65.7320785522461,59.28912734985352,63.13528823852539,110.50665283203124,5,0
84505.58489628296,3026.2893570548144,314274.2424494945,15.73277116589582,17.362292599792696,21.20591273783252,20.03222080754287,18.944446941005417,42.08820571669118,36.7390766959468,27.858087510117794,19.99205073976896,21.25790772741393,22.70766879796964,13.697229386809214,88.96618962533094,189.5737816436083,0.3236273825168609,0.2380873411893844,0.3830199539661407,0.2617950439453125,0.4126152098178863,0.2720290422439575,0.2014185786247253,0.177815556526184,0.1595794260501861,0.245446890592575,0.2762078940868377,0.3273172974586487,0.1337076276540756,0.0540571510791778,0.1538271158933639,0.0534536279737949,0.1523829698562622,0.0725122019648552,0.048551756888628,0.0562622025609016,0.0362197831273078,0.0833384618163108,0.1025025993585586,0.0848474353551864,-76.78355407714844,177.95504760742188,-95.88870239257812,54.44124603271485,-21.92177963256836,-6.21954870223999,15.069119453430176,-20.029220581054688,2.7223267555236816,-10.075687408447266,-0.3458165526390075,-0.0230683498084545,-7.800028324127197,-0.3264194130897522,-7.476385116577148,-3.623763084411621,-4.032519817352295,-5.583090305328369,-1.051866888999939,-3.047321557998657,1113.82421875,684.232177734375,262.345458984375,255.95391845703125,142.41819763183594,194.3387451171875,118.96051788330078,91.10223388671876,96.87057495117188,81.77369689941406,59.497196197509766,73.56598663330078,81.79251861572266,87.74787902832031,68.37399291992188,62.879154205322266,60.32489776611328,52.15339660644531,67.04402160644531,95.04979705810548,5,0
33739.10176920497,3009.864669056337,103548.14827180422,17.398867502171406,16.213387812920313,21.200541518507247,18.576900554643828,18.52844374981672,43.619939505814585,36.51758808486221,29.42274038139321,18.603694838813723,19.064117980777656,14.063768183658876,9.901826761717755,57.12772273836872,169.4491233749785,0.3359136879444122,0.2177585512399673,0.2361618429422378,0.1867682933807373,0.2831845283508301,0.2388159781694412,0.2352740466594696,0.248032808303833,0.2103258669376373,0.4505555629730224,0.4019391536712646,0.3462296426296234,0.1230762749910354,0.0389839448034763,0.0893704369664192,0.0393651276826858,0.0841886326670646,0.0691640898585319,0.0635135620832443,0.0868215262889862,0.0305805243551731,0.1593206077814102,0.1075681447982788,0.0847739055752754,-66.55168151855469,185.48684692382807,-95.92819213867188,60.250038146972656,-19.836345672607425,-10.681892395019531,15.909279823303224,-20.496417999267575,4.946498870849609,-8.650147438049316,-1.7240047454833984,0.3821054995059967,-8.579225540161133,0.0530860722064971,-4.830838680267334,-0.2201742678880691,-0.7262317538261414,-3.0020086765289307,0.4993663430213928,-3.7108054161071777,319.42095947265625,274.72760009765625,122.87164306640624,165.587890625,115.43942260742188,113.56381225585938,95.24359893798828,62.89091491699219,55.08894729614258,79.45304107666016,62.822364807128906,78.17847442626953,54.393497467041016,70.22455596923828,55.823856353759766,82.02835845947266,63.34165573120117,51.08658218383789,58.58599090576172,73.79485321044922,5,0
58262.466523988,3196.5315604154584,161427.22940645297,16.27602606039688,15.996703831039255,21.272967480351,19.430006922650925,19.424321801389983,40.33682266820233,38.98512765314203,22.6117305170824,23.88024158561449,19.763345251971163,15.221021626371494,13.212849205690215,69.08789749827191,170.28398612802556,0.2062447667121887,0.1374408155679702,0.1480180472135543,0.1680261194705963,0.3509630262851715,0.2725514769554138,0.2240779399871826,0.2848473787307739,0.2516268789768219,0.3844519555568695,0.3252896964550018,0.304787278175354,0.0727092772722244,0.0323414653539657,0.0412905253469944,0.0372238792479038,0.1367468386888504,0.0915799066424369,0.0551024004817009,0.119821660220623,0.0589628182351589,0.1506612449884414,0.1037118732929229,0.0938344746828079,-64.5946273803711,170.03208923339844,-94.01814270019533,61.60822677612305,-21.11922264099121,-3.7026078701019287,13.396239280700684,-18.13720703125,5.214015483856201,-9.232452392578123,-0.2686296701431274,-5.3775129318237305,-7.950538635253906,-1.487388014793396,-4.447875022888184,3.532243490219116,0.4090743958950043,2.803300619125366,2.8377461433410645,-1.111328363418579,456.1231994628906,384.4866333007813,181.2915802001953,174.39088439941406,147.27432250976562,192.67437744140625,104.02011108398438,81.91451263427734,69.06511688232422,104.22210693359376,77.2961196899414,101.6959457397461,91.9906997680664,104.66402435302734,86.80162048339844,97.29413604736328,136.1602020263672,125.82807159423828,118.34293365478516,92.1889877319336,5,0
79226.35829139578,3378.214839218388,233868.36246494675,16.61774182067675,17.718239467243215,20.77677120982911,19.065624215691457,18.81628070592498,40.78789696603532,37.99041260832293,28.143484652222607,24.007876621413363,18.04422597140044,16.070791395178407,10.657069790927414,80.30069761381121,186.70869195887937,0.2393230646848678,0.3515759408473968,0.2552200853824615,0.3891114890575409,0.3374649286270141,0.2460886836051941,0.2148102521896362,0.1730433106422424,0.2609765231609344,0.2711778283119201,0.3053215742111206,0.3491242825984955,0.053592249751091,0.1418502181768417,0.0511946454644203,0.1336023062467575,0.1052521914243698,0.0637662410736084,0.0661151930689811,0.036355510354042,0.0847121775150299,0.083282858133316,0.0899489670991897,0.1262931078672409,-61.57902145385742,166.9657440185547,-95.93209838867188,64.55660247802734,-28.056957244873047,-0.7839598059654236,12.23589324951172,-22.114133834838867,7.557135581970215,-10.476512908935549,2.4001007080078125,-3.1847920417785645,-7.357986450195312,0.6759040951728821,-7.830833911895752,0.045757956802845,-7.415066242218018,-6.020529270172119,-0.0449271164834499,-3.156771183013916,1249.18701171875,637.2263793945312,244.88414001464844,189.8238677978516,107.9853744506836,148.81884765625,126.61133575439452,86.42008209228516,102.78504180908205,78.61839294433594,67.1282958984375,58.61620330810547,74.0562973022461,64.77635192871094,66.98038482666016,51.763221740722656,63.31217193603516,57.698123931884766,53.807613372802734,97.1898193359375,5,0
